"R","S1","S2","S3","NODE1","TYPE1","scroll1","NODE2","id","TYPE2","TEXT2","fragment2","glex2","lex_utf8_etcbc","g_lex_etcbc","gn2","lex_etcbc2","lex_etcbc","line2","md2","morpho2","nu2","ps2","sp2","st2","vs2","vt2","after2","g_nme_etcbc","g_prs_etcbc","g_vbe_etcbc","g_pfm_etcbc","g_vbs_etcbc","g_cons","uvf_etcbc","morph_etcbc","note_etcbc","chapter","verse","vid"
"23195","1Qisaa","52","12","1606613","scroll","1Qisaa","1918055",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","10","23065010"
"23196","1Qisaa","52","13","1606613","scroll","1Qisaa","1918056","16278","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","11","23065011"
"23197","1Qisaa","52","13","1606613","scroll","1Qisaa","1918057","16278","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"65","11","23065011"
"23198","1Qisaa","52","13","1606613","scroll","1Qisaa","1918058","16279","word","עוזבי ",,"עזב",,"עזב","m","<ZB[","<ZB[",,,"vqPmpc","p",,"verb","c","qal","ptca"," ","J",,,,,,,"<&WZB[/J",,"65","11","23065011"
"23199","1Qisaa","52","13","1606613","scroll","1Qisaa","1918059","16280","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"65","11","23065011"
"23200","1Qisaa","52","13","1606613","scroll","1Qisaa","1918060","16281","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"65","11","23065011"
"23201","1Qisaa","52","13","1606613","scroll","1Qisaa","1918061","16281","word","שכחים ",,"שָׁכֵחַ",,"שׁכח","m","CKX[","CKX[",,,"amp","p",,"adjv",,,," ","JM",,,,,,,"CKX[/JM",,"65","11","23065011"
"23202","1Qisaa","52","13","1606613","scroll","1Qisaa","1918062","16282","word","את ",,"אֵת",,"אֵת",,">T",">T",,,"Po",,,"ptcl",,,," ",,,,,,,,">T",,"65","11","23065011"
"23203","1Qisaa","52","13","1606613","scroll","1Qisaa","1918063","16283","word","הר ",,"הַר",,"הַר","m","HR/","HR/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"HR/",,"65","11","23065011"
"23204","1Qisaa","52","13","1606613","scroll","1Qisaa","1918064","16284","word","קודש׳י ",,"קֹדֶשׁ",,"קֹדֶשׁ","m","QDC/","QDC/",,,"ncmscX1cs","s",,"suff","c",,," ",,"J",,,,,,"Q&WDC/+J",,"65","11","23065011"
"23205","1Qisaa","52","14","1606613","scroll","1Qisaa","1918065","16285","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"65","11","23065011"
"23206","1Qisaa","52","14","1606613","scroll","1Qisaa","1918066","16285","word","עורכים ",,"ערך",,"עֵרֶךְ","m","<RK[","<RK/",,,"vqPmp","p",,"verb",,"qal","ptca"," ","JM",,,,,,,"<&WRK/JM",,"65","11","23065011"
"23207","1Qisaa","52","14","1606613","scroll","1Qisaa","1918067","16286","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"L-(H",,"65","11","23065011"
"23208","1Qisaa","52","14","1606613","scroll","1Qisaa","1918068","16286","word","גד ",,"גַּד",,"גַּד",,"GD===/","GD===/",,,"np",,,"subs",,,," ",,,,,,,,"GD===/",,"65","11","23065011"
"23209","1Qisaa","52","14","1606613","scroll","1Qisaa","1918069","16287","word","שולחן ",,"שֻׁלְחָן",,"שֻׁלְחָן","m","CLXN/","CLXN/",,,"ncms","s",,"subs",,,," ",,,,,,,,"C&WLXN/:a",,"65","11","23065011"
"23210","1Qisaa","52","14","1606613","scroll","1Qisaa","1918070","16288","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","11","23065011"
"23211","1Qisaa","52","14","1606613","scroll","1Qisaa","1918071","16288","word","ממלאים ",,"מלא",,"מלא","m","ML>[","ML>[",,,"vpPmp","p",,"verb",,"piel","ptca"," ","JM",,,"M",,,,"!M!ML>[/JM:d",,"65","11","23065011"
"23212","1Qisaa","52","14","1606613","scroll","1Qisaa","1918072","16289","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L-(H",,"65","11","23065011"
"23213","1Qisaa","52","14","1606613","scroll","1Qisaa","1918073","16289","word","מני ",,"מְנִי",,"מְנִי",,"MNJ/","MNJ/",,,"np",,,"subs",,,," ",,,,,,,,"MNJ/",,"65","11","23065011"
"23214","1Qisaa","52","14","1606613","scroll","1Qisaa","1918074","16290","word","מסכה ",,"מַסֵּכָה",,"מַסֵּכָה","m","MSKH/","MSKH/",,,"ncms","s",,"subs",,,," ","H",,,,,,,"MSK(H/H",,"65","11","23065011"
"23215","1Qisaa","52","14","1606613","scroll","1Qisaa","1918075",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","11","23065011"
"23216","1Qisaa","52","14","1606613","scroll","1Qisaa","1918076","16291","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","12","23065012"
"23217","1Qisaa","52","14","1606613","scroll","1Qisaa","1918077","16291","word","מניתי ",,"מנה",,"מנה","c","MNH[","MNH[",,,"vqp1cs","s","1","verb",,"qal","perf"," ",,,"TJ",,,,,"MN(H&J[TJ",,"65","12","23065012"
"23218","1Qisaa","52","15","1606613","scroll","1Qisaa","1918078","16292","word","את׳כמה ",,"אֵת",,"אֵת",,">T",">T",,,"PoX2mp",,,"suff",,,," ",,"KMH",,,,,,">T+KM&H",,"65","12","23065012"
"23219","1Qisaa","52","15","1606613","scroll","1Qisaa","1918079","16293","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"L-(H",,"65","12","23065012"
"23220","1Qisaa","52","15","1606613","scroll","1Qisaa","1918080","16293","word","חרב ",,"חֶרֶב",,"חֶרֶב","f","XRB/","XRB/",,,"ncfs","s",,"subs",,,," ",,,,,,,,"XRB/",,"65","12","23065012"
"23221","1Qisaa","52","15","1606613","scroll","1Qisaa","1918081","16294","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","12","23065012"
"23222","1Qisaa","52","15","1606613","scroll","1Qisaa","1918082","16294","word","כול׳כמה ",,"כֹּל",,"כֹּל","m","KL/","KL/",,,"ncmscX2mp","s",,"suff","c",,," ",,"KMH",,,,,,"K&WL/+KM&H",,"65","12","23065012"
"23223","1Qisaa","52","15","1606613","scroll","1Qisaa","1918083","16295","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"65","12","23065012"
"23224","1Qisaa","52","15","1606613","scroll","1Qisaa","1918084","16295","word","טבחה ",,"טִבְחָה",,"טִבְחָה","f","VBXH/","VBXH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"VBX(H/H",,"65","12","23065012"
"23225","1Qisaa","52","15","1606613","scroll","1Qisaa","1918085","16296","word","תכרעו ",,"כרע",,"כרע","m","KR<[","KR<[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!KR<[W",,"65","12","23065012"
"23226","1Qisaa","52","15","1606613","scroll","1Qisaa","1918086","16297","word","יען ",,"יַעַן",,"יַעַן",,"J<N/","J<N/",,,"Pd",,,"ptcl",,,," ",,,,,,,,"J<N/",,"65","12","23065012"
"23227","1Qisaa","52","15","1606613","scroll","1Qisaa","1918087","16298","word","קראתי ",,"קרא",,"קרא","c","QR>[","QR>[",,,"vqp1cs","s","1","verb",,"qal","perf"," ",,,"TJ",,,,,"QR>[TJ",,"65","12","23065012"
"23228","1Qisaa","52","16","1606613","scroll","1Qisaa","1918088","16299","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","12","23065012"
"23229","1Qisaa","52","16","1606613","scroll","1Qisaa","1918089","16299","word","לוא ",,"לֹא",,"לֹא",,"L>","L>",,,"Pn",,,"ptcl",,,," ",,,,,,,,"L&W>",,"65","12","23065012"
"23230","1Qisaa","52","16","1606613","scroll","1Qisaa","1918090","16300","word","עניתמה ",,"ענה",,"ענה","m","<NH[","<NH[",,,"vqp2mp","p","2","verb",,"qal","perf"," ",,,"TMH",,,,,"<N(H&J[TM&H",,"65","12","23065012"
"23231","1Qisaa","52","16","1606613","scroll","1Qisaa","1918091","16301","word","דברתי ",,"דבר",,"דבר","c","DBR[","DBR[",,,"vpp1cs","s","1","verb",,"piel","perf"," ",,,"TJ",,,,,"DBR[TJ:d",,"65","12","23065012"
"23232","1Qisaa","52","16","1606613","scroll","1Qisaa","1918092","16302","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","12","23065012"
"23233","1Qisaa","52","16","1606613","scroll","1Qisaa","1918093","16302","word","לוא ",,"לֹא",,"לֹא",,"L>","L>",,,"Pn",,,"ptcl",,,," ",,,,,,,,"L&W>",,"65","12","23065012"
"23234","1Qisaa","52","16","1606613","scroll","1Qisaa","1918094","16303","word","שמעתמה ",,"שׁמע",,"שׁמע","m","CM<[","CM<[",,,"vqp2mp","p","2","verb",,"qal","perf"," ",,,"TMH",,,,,"CM<[TM&H",,"65","12","23065012"
"23235","1Qisaa","52","16","1606613","scroll","1Qisaa","1918095","16304","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W:n",,"65","12","23065012"
"23236","1Qisaa","52","16","1606613","scroll","1Qisaa","1918096","16304","word","תעשו ",,"עשׂה",,"עשׂה","m","<FH[","<FH[",,,"vqw2mp","p","2","verb",,"qal","wayy"," ",,,"W","T",,,,"!T!<F(H[W",,"65","12","23065012"
"23237","1Qisaa","52","16","1606613","scroll","1Qisaa","1918097","16305","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"65","12","23065012"
"23238","1Qisaa","52","16","1606613","scroll","1Qisaa","1918098","16305","word","רע ",,"רַע",,"רַע","m","R</","R</",,,"ams","s",,"adjv",,,," ",,,,,,,,"R</",,"65","12","23065012"
"23239","1Qisaa","52","17","1606613","scroll","1Qisaa","1918099","16306","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"65","12","23065012"
"23240","1Qisaa","52","17","1606613","scroll","1Qisaa","1918100","16306","word","עינ׳י ",,"עַיִן",,"עַיִן","b","<JN/","<JN/",,,"ncbdcX1cs","d",,"suff","c",,," ","J",,,,,,,"<JN/J=+(J",,"65","12","23065012"
"23241","1Qisaa","52","17","1606613","scroll","1Qisaa","1918101","16307","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","12","23065012"
"23242","1Qisaa","52","17","1606613","scroll","1Qisaa","1918102","16307","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"65","12","23065012"
"23243","1Qisaa","52","17","1606613","scroll","1Qisaa","1918103","16307","word","אשר ",,"אֲשֶׁר",,"אֲשֶׁר",,">CR",">CR",,,"Pr",,,"ptcl",,,," ",,,,,,,,">CR",,"65","12","23065012"
"23244","1Qisaa","52","17","1606613","scroll","1Qisaa","1918104","16308","word","לוא ",,"לֹא",,"לֹא",,"L>","L>",,,"Pn",,,"ptcl",,,," ",,,,,,,,"L&W>",,"65","12","23065012"
"23245","1Qisaa","52","17","1606613","scroll","1Qisaa","1918105","16309","word","חפצתי ",,"חפץ",,"חפץ","c","XPY[","XPY[",,,"vqp1cs","s","1","verb",,"qal","perf"," ",,,"TJ",,,,,"XPY[TJ",,"65","12","23065012"
"23246","1Qisaa","52","17","1606613","scroll","1Qisaa","1918106","16310","word","בחרתמה ",,"בחר",,"בחר","m","BXR[","BXR[",,,"vqp2mp","p","2","verb",,"qal","perf"," ",,,"TMH",,,,,"BXR[TM&H",,"65","12","23065012"
"23247","1Qisaa","52","17","1606613","scroll","1Qisaa","1918107",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","12","23065012"
"23248","1Qisaa","52","18","1606613","scroll","1Qisaa","1918108","16311","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"65","13","23065013"
"23249","1Qisaa","52","18","1606613","scroll","1Qisaa","1918109","16311","word","כן ",,"כֵּן",,"כֵּן",,"LKN","KN/",,,"Pd",,,"ptcl",,,," ",,,,,,,,"KN/",,"65","13","23065013"
"23250","1Qisaa","52","18","1606613","scroll","1Qisaa","1918110","16312","word","כוה ",,"כֹּה",,"כֹּה",,"KH","KH",,,"Pd",,,"ptcl",,,," ",,,,,,,,"K&WH",,"65","13","23065013"
"23251","1Qisaa","52","18","1606613","scroll","1Qisaa","1918111","16313","word","אמר ",,"אמר",,"אמר","m",">MR[",">MR[",,,"vqp3ms","s","3","verb",,"qal","perf"," ",,,,,,,,">MR[",,"65","13","23065013"
"23252","1Qisaa","52","18","1606613","scroll","1Qisaa","1918112","16314","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"65","13","23065013"
"23253","1Qisaa","52","18","1606613","scroll","1Qisaa","1918113","16315","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"65","13","23065013"
"23254","1Qisaa","52","18","1606613","scroll","1Qisaa","1918114","16316","word","הנה ",,"הִנֵּה",,"הִנֵּה",,"HNH","HNH",,,"Pi",,,"ptcl",,,," ",,,,,,,,"HNH",,"65","13","23065013"
"23255","1Qisaa","52","18","1606613","scroll","1Qisaa","1918115","16317","word","עבד׳י ",,"עֶבֶד",,"עֶבֶד","m","<BD/","<BD/",,,"ncmpcX1cs","p",,"suff","c",,," ","J",,,,,,,"<BD/J+(J",,"65","13","23065013"
"23256","1Qisaa","52","18","1606613","scroll","1Qisaa","1918116","16318","word","יואכלו ",,"אכל",,"אכל","m",">KL[",">KL[",,,"vqi3mp","p","3","verb",,"qal","impf"," ",,,"W","J",,,,"!J!&W>KL[W",,"65","13","23065013"
"23257","1Qisaa","52","18","1606613","scroll","1Qisaa","1918117","16319","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","13","23065013"
"23258","1Qisaa","52","18","1606613","scroll","1Qisaa","1918118","16319","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"65","13","23065013"
"23259","1Qisaa","52","18","1606613","scroll","1Qisaa","1918119","16320","word","תרעבו ",,"רעב",,"רעב","m","R<B[","R<B[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!R<B[W",,"65","13","23065013"
"23260","1Qisaa","52","19","1606613","scroll","1Qisaa","1918120","16321","word","הנה ",,"הִנֵּה",,"הִנֵּה",,"HNH","HNH",,,"Pi",,,"ptcl",,,," ",,,,,,,,"HNH",,"65","13","23065013"
"23261","1Qisaa","52","19","1606613","scroll","1Qisaa","1918121","16322","word","עבד׳י ",,"עֶבֶד",,"עֶבֶד","m","<BD/","<BD/",,,"ncmpcX1cs","p",,"suff","c",,," ","J",,,,,,,"<BD/J+(J",,"65","13","23065013"
"23262","1Qisaa","52","19","1606613","scroll","1Qisaa","1918122","16323","word","ישתו ",,"שׁתה",,"שׁתה","m","CTH[","CTH[",,,"vqi3mp","p","3","verb",,"qal","impf"," ",,,"W","J",,,,"!J!CT(H[W",,"65","13","23065013"
"23263","1Qisaa","52","19","1606613","scroll","1Qisaa","1918123","16324","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","13","23065013"
"23264","1Qisaa","52","19","1606613","scroll","1Qisaa","1918124","16324","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"65","13","23065013"
"23265","1Qisaa","52","19","1606613","scroll","1Qisaa","1918125","16325","word","תצמאו ",,"צמא",,"צמא","m","YM>[","YM>[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!YM>[W",,"65","13","23065013"
"23266","1Qisaa","52","19","1606613","scroll","1Qisaa","1918126","16326","word","הנה ",,"הִנֵּה",,"הִנֵּה",,"HNH","HNH",,,"Pi",,,"ptcl",,,," ",,,,,,,,"HNH",,"65","13","23065013"
"23267","1Qisaa","52","19","1606613","scroll","1Qisaa","1918127","16327","word","עבד׳י ",,"עֶבֶד",,"עֶבֶד","m","<BD/","<BD/",,,"ncmpcX1cs","p",,"suff","c",,," ","J",,,,,,,"<BD/J+(J",,"65","13","23065013"
"23268","1Qisaa","52","19","1606613","scroll","1Qisaa","1918128","16328","word","ישמחו ",,"שׂמח",,"שׂמח","m","FMX[","FMX[",,,"vqi3mp","p","3","verb",,"qal","impf"," ",,,"W","J",,,,"!J!FMX[W",,"65","13","23065013"
"23269","1Qisaa","52","20","1606613","scroll","1Qisaa","1918129","16329","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","13","23065013"
"23270","1Qisaa","52","20","1606613","scroll","1Qisaa","1918130","16329","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"65","13","23065013"
"23271","1Qisaa","52","20","1606613","scroll","1Qisaa","1918131","16330","word","תבושו ",,"בושׁ",,"בושׁ","m","BWC[","BWC[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!BWC[W",,"65","13","23065013"
"23272","1Qisaa","52","20","1606613","scroll","1Qisaa","1918132",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","13","23065013"
"23273","1Qisaa","52","20","1606613","scroll","1Qisaa","1918133","16331","word","הנה ",,"הִנֵּה",,"הִנֵּה",,"HNH","HNH",,,"Pi",,,"ptcl",,,," ",,,,,,,,"HNH",,"65","14","23065014"
"23274","1Qisaa","52","20","1606613","scroll","1Qisaa","1918134","16332","word","עבד׳י ",,"עֶבֶד",,"עֶבֶד","m","<BD/","<BD/",,,"ncmpcX1cs","p",,"suff","c",,," ","J",,,,,,,"<BD/J+(J",,"65","14","23065014"
"23275","1Qisaa","52","20","1606613","scroll","1Qisaa","1918135","16333","word","ירננו ",,"רנן",,"רנן","m","RNN[","RNN[",,,"vpi3mp","p","3","verb",,"piel","impf"," ",,,"W","J",,,,"!J!RNN[W:d",,"65","14","23065014"
"23276","1Qisaa","52","20","1606613","scroll","1Qisaa","1918136","16334","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B-(H",,"65","14","23065014"
"23277","1Qisaa","52","20","1606613","scroll","1Qisaa","1918137","16334","word","טוב ",,"טוּב",,"טוּב","m","VWB=/","VWB=/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"VWB=/",,"65","14","23065014"
"23278","1Qisaa","52","20","1606613","scroll","1Qisaa","1918138","16335","word","לב ",,"לֵב",,"לֵב","m","LB/","LB/",,,"ncms","s",,"subs",,,," ",,,,,,,,"LB/",,"65","14","23065014"
"23279","1Qisaa","52","20","1606613","scroll","1Qisaa","1918139","16336","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","14","23065014"
"23280","1Qisaa","52","20","1606613","scroll","1Qisaa","1918140","16336","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"65","14","23065014"
"23281","1Qisaa","52","21","1606613","scroll","1Qisaa","1918141","16337","word","תזעקו ",,"זעק",,"זעק","m","Z<Q[","Z<Q[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!Z<Q[W",,"65","14","23065014"
"23282","1Qisaa","52","21","1606613","scroll","1Qisaa","1918142","16338","word","מ",,"מִן",,"מִן",,"MN","MN",,,"Pp",,,"ptcl",,,,,,,,,,,,"M(N",,"65","14","23065014"
"23283","1Qisaa","52","21","1606613","scroll","1Qisaa","1918143","16338","word","כאוב ",,"כְּאוֹב",,"כְּאֵב","m","K>B/","K>B/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"K>&WB/",,"65","14","23065014"
"23284","1Qisaa","52","21","1606613","scroll","1Qisaa","1918144","16339","word","לב ",,"לֵב",,"לֵב","m","LB/","LB/",,,"ncms","s",,"subs",,,," ",,,,,,,,"LB/",,"65","14","23065014"
"23285","1Qisaa","52","21","1606613","scroll","1Qisaa","1918145","16340","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","14","23065014"
"23286","1Qisaa","52","21","1606613","scroll","1Qisaa","1918146","16340","word","מ",,"מִן",,"מִן",,"MN","MN",,,"Pp",,,"ptcl",,,,,,,,,,,,"M(N",,"65","14","23065014"
"23287","1Qisaa","52","21","1606613","scroll","1Qisaa","1918147","16340","word","שברון ",,"שִׁבָּרֹון",,"שִׁבָּרֹון","m","CBRWN/","CBRWN/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"CBRWN/",,"65","14","23065014"
"23288","1Qisaa","52","21","1606613","scroll","1Qisaa","1918148","16341","word","רוח ",,"רוּחַ",,"רוּחַ","f","RWX/","RWX/",,,"ncfsa","s",,"subs","a",,," ",,,,,,,,"RWX/",,"65","14","23065014"
"23289","1Qisaa","52","21","1606613","scroll","1Qisaa","1918149","16342","word","תילילו ",,"ילל",,"ילל","m","JLL[","JLL[",,,"vhi2mp","p","2","verb",,"hifil","impf"," ",,,"W","T",,,,"!T!](H]JL&JL[W",,"65","14","23065014"
"23290","1Qisaa","52","21","1606613","scroll","1Qisaa","1918150",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","14","23065014"
"23291","1Qisaa","52","21","1606613","scroll","1Qisaa","1918151","16343","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","15","23065015"
"23292","1Qisaa","52","21","1606613","scroll","1Qisaa","1918152","16343","word","הנחתמה ",,"נוח",,"נוח","m","NWX[","NWX[",,,"vhp2mp","p","2","verb",,"hifil","perf"," ",,,"TMH",,"H",,,"]H]N(WX[TM&H",,"65","15","23065015"
"23293","1Qisaa","52","22","1606613","scroll","1Qisaa","1918153","16344","word","שמ׳כמה ",,"שֵׁם",,"שֵׁם","m","CM/","CM/",,,"ncmscX2mp","s",,"suff","c",,," ",,"KMH",,,,,,"CM/+KM&H",,"65","15","23065015"
"23294","1Qisaa","52","22","1606613","scroll","1Qisaa","1918154","16345","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"65","15","23065015"
"23295","1Qisaa","52","22","1606613","scroll","1Qisaa","1918155","16345","word","שבועה ",,"שְׁבוּעָה",,"שְׁבוּעָה","f","CBW<H/","CBW<H/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"CBW<(H/H",,"65","15","23065015"
"23296","1Qisaa","52","22","1606613","scroll","1Qisaa","1918156","16346","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"65","15","23065015"
"23297","1Qisaa","52","22","1606613","scroll","1Qisaa","1918157","16346","word","בחיר׳י ",,"בָּחִיר",,"בָּחִיר","m","BXJR/","BXJR/",,,"ampcX1cs","p",,"suff","c",,," ","J",,,,,,,"BXJR/J+(J",,"65","15","23065015"
"23298","1Qisaa","52","22","1606613","scroll","1Qisaa","1918158","16347","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","15","23065015"
"23299","1Qisaa","52","22","1606613","scroll","1Qisaa","1918159","16347","word","המית׳כה ",,"מות",,"מות","m","MWT[","MWT[",,,"vhp3msX2ms","s","3","suff",,"hifil","perf"," ",,"KH",,,"H",,,"]H]M(W&JT[+K&H",,"65","15","23065015"
"23300","1Qisaa","52","22","1606613","scroll","1Qisaa","1918160","16348","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"65","15","23065015"
"23301","1Qisaa","52","22","1606613","scroll","1Qisaa","1918161","16349","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"65","15","23065015"
"23302","1Qisaa","52","23","1606613","scroll","1Qisaa","1918162","16350","word","תמיד ",,"תָּמִיד",,"תָּמִיד",,"TMJD/","TMJD/",,,"Pd",,,"ptcl",,,," ",,,,,,,,"TMJD/",,"65","15","23065015"
"23303","1Qisaa","52","23","1606613","scroll","1Qisaa","1918163",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"65","15","23065015"
"23304","1Qisaa","52","23","1606613","scroll","1Qisaa","1918164","16351","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","16","23065016"
"23305","1Qisaa","52","23","1606613","scroll","1Qisaa","1918165","16351","word","היה ",,"היה",,"היה","m","HJH[","HJH[",,,"vqp3ms","s","3","verb",,"qal","perf"," ",,,,,,,,"HJH[",,"65","16","23065016"
"23306","1Qisaa","52","23","1606613","scroll","1Qisaa","1918166","16352","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"65","16","23065016"
"23307","1Qisaa","52","23","1606613","scroll","1Qisaa","1918167","16352","word","נשבע ",,"שׁבע",,"שׁבע","m","CB<[","CB<[",,,"vnPms","s",,"verb",,"nifal","ptca"," ",,,,,"N",,,"]N]CB<[/:a",,"65","16","23065016"
"23308","1Qisaa","52","24","1606613","scroll","1Qisaa","1918168","16353","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"65","16","23065016"
"23309","1Qisaa","52","24","1606613","scroll","1Qisaa","1918169","16353","word","אלוהי ",,"אֱלֹהִים",,"אֱלֹהִים","m",">LHJM/",">LHJM/",,,"ncmpc","p",,"subs","c",,," ","J",,,,,,,">L&WH(J(M/J",,"65","16","23065016"
"23310","1Qisaa","52","24","1606613","scroll","1Qisaa","1918170","16354","word","אמן ",,"אָמֵן",,"אָמֵן","m",">MN",">MN",,,"ncms","s",,"subs",,,," ",,,,,,,,">MN",,"65","16","23065016"
"23311","1Qisaa","52","24","1606613","scroll","1Qisaa","1918171","16355","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"65","16","23065016"
"23312","1Qisaa","52","24","1606613","scroll","1Qisaa","1918172","16355","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"65","16","23065016"
"23313","1Qisaa","52","24","1606613","scroll","1Qisaa","1918173","16355","word","נשבע ",,"שׁבע",,"שׁבע","m","CB<[","CB<[",,,"vnPms","s",,"verb",,"nifal","ptca"," ",,,,,"N",,,"]N]CB<[/:a",,"65","16","23065016"
