"R","S1","S2","S3","NODE1","TYPE1","scroll1","NODE2","id","TYPE2","TEXT2","fragment2","glex2","lex_utf8_etcbc","g_lex_etcbc","gn2","lex_etcbc2","lex_etcbc","line2","md2","morpho2","nu2","ps2","sp2","st2","vs2","vt2","after2","g_nme_etcbc","g_prs_etcbc","g_vbe_etcbc","g_pfm_etcbc","g_vbs_etcbc","g_cons","uvf_etcbc","morph_etcbc","note_etcbc","chapter","verse","vid"
"1081","1Qisaa","3","18","1606613","scroll","1Qisaa","1895941",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","13","23003013"
"1082","1Qisaa","3","18","1606613","scroll","1Qisaa","1895942","743","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"3","14","23003014"
"1083","1Qisaa","3","18","1606613","scroll","1Qisaa","1895943","744","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"3","14","23003014"
"1084","1Qisaa","3","18","1606613","scroll","1Qisaa","1895944","744","word","משפט ",,"מִשְׁפָּט",,"מִשְׁפָּט","m","MCPV/","MCPV/",,,"ncms","s",,"subs",,,," ",,,,,,,,"MCPV/:a",,"3","14","23003014"
"1085","1Qisaa","3","18","1606613","scroll","1Qisaa","1895945","745","word","יבוא ",,"בוא",,"בוא","m","BW>[","BW>[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!BW>[",,"3","14","23003014"
"1086","1Qisaa","3","18","1606613","scroll","1Qisaa","1895946","746","word","עמ ",,"עִם",,"עִם",,"<M","<M",,,"Pp",,,"ptcl",,,," ",,,,,,,,"<M",,"3","14","23003014"
"1087","1Qisaa","3","19","1606613","scroll","1Qisaa","1895947","747","word","זקני ",,"זָקֵן",,"זָקֵן","m","ZQN/","ZQN/",,,"ampc","p",,"adjv","c",,," ","J",,,,,,,"ZQN/J",,"3","14","23003014"
"1088","1Qisaa","3","19","1606613","scroll","1Qisaa","1895948","748","word","עמ׳ו ",,"עַם",,"עַם","m","<M/","<M/",,,"ncmscX3ms","s",,"suff","c",,," ",,"W",,,,,,"<M/+W",,"3","14","23003014"
"1089","1Qisaa","3","19","1606613","scroll","1Qisaa","1895949","749","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","14","23003014"
"1090","1Qisaa","3","19","1606613","scroll","1Qisaa","1895950","749","word","שרי׳ו ",,"שַׂר",,"שַׂר","m","FR/","FR/",,,"ncmpcX3ms","p",,"suff","c",,," ","J","W",,,,,,"FR/J+W",,"3","14","23003014"
"1091","1Qisaa","3","19","1606613","scroll","1Qisaa","1895951","750","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","14","23003014"
"1092","1Qisaa","3","19","1606613","scroll","1Qisaa","1895952","750","word","אתמה ",,"אַתֶּם",,"אַתֶּם","m",">TM",">TM",,,"pi2mp","p","2","pron",,,," ",,,,,,,,">TM&H",,"3","14","23003014"
"1093","1Qisaa","3","19","1606613","scroll","1Qisaa","1895953","751","word","בערתמ ",,"בער",,"בער","m","B<R[","B<R[",,,"vpp2mp","p","2","verb",,"piel","perf"," ",,,"TM",,,,,"B<R[TM:d",,"3","14","23003014"
"1094","1Qisaa","3","19","1606613","scroll","1Qisaa","1895954","752","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","14","23003014"
"1095","1Qisaa","3","19","1606613","scroll","1Qisaa","1895955","752","word","כרם ",,"כֶּרֶם",,"כֶּרֶם","m","KRM/","KRM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"KRM/",,"3","14","23003014"
"1096","1Qisaa","3","19","1606613","scroll","1Qisaa","1895956","753","word","גזלת ",,"גְּזֵלָה",,"גְּזֵלָה","f","GZLH/","GZLH/",,,"ncfsc","s",,"subs","c",,," ","T",,,,,,,"GZL(H/T:c",,"3","14","23003014"
"1097","1Qisaa","3","19","1606613","scroll","1Qisaa","1895957","754","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","14","23003014"
"1098","1Qisaa","3","19","1606613","scroll","1Qisaa","1895958","754","word","עני ",,"עָנִי",,"עָנִי","m","<NJ/","<NJ/",,,"ams","s",,"adjv",,,," ",,,,,,,,"<NJ/",,"3","14","23003014"
"1099","1Qisaa","3","19","1606613","scroll","1Qisaa","1895959","755","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"3","14","23003014"
"1100","1Qisaa","3","19","1606613","scroll","1Qisaa","1895960","755","word","בתי׳כמ ",,"בַּיִת",,"בַּיִת","m","BJT/","BJT/",,,"ncmpcX2mp","p",,"suff","c",,," ","J","KM",,,,,,"B(JT/J+KM",,"3","14","23003014"
"1101","1Qisaa","3","19","1606613","scroll","1Qisaa","1895961",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","14","23003014"
"1102","1Qisaa","3","20","1606613","scroll","1Qisaa","1895962","756","word","מ",,"מָה",,"מָה",,"MH","MH",,,"pii",,,"pron",,,,,,,,,,,,"M(H",,"3","15","23003015"
"1103","1Qisaa","3","20","1606613","scroll","1Qisaa","1895963","756","word","ל׳כמה ",,"לְ",,"לְ",,"L","L",,,"PpX2mp",,,"suff",,,," ",,"KMH",,,,,,"L+KM&H",,"3","15","23003015"
"1104","1Qisaa","3","20","1606613","scroll","1Qisaa","1895964","757","word","תדכאו ",,"דכא",,"דכא","m","DK>[","DK>[",,,"vpi2mp","p","2","verb",,"piel","impf"," ",,,"W","T",,,,"!T!DK>[W:d",,"3","15","23003015"
"1105","1Qisaa","3","20","1606613","scroll","1Qisaa","1895965","758","word","עמ׳י ",,"עַם",,"עַם","m","<M/","<M/",,,"ncmscX1cs","s",,"suff","c",,," ",,"J",,,,,,"<M/+J",,"3","15","23003015"
"1106","1Qisaa","3","20","1606613","scroll","1Qisaa","1895966","759","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","15","23003015"
"1107","1Qisaa","3","20","1606613","scroll","1Qisaa","1895967","759","word","פני ",,"פָּנֶה",,"פָּנֶה","b","PNH/","PNH/",,,"ncbpc","p",,"subs","c",,," ","J",,,,,,,"PN(H/J",,"3","15","23003015"
"1108","1Qisaa","3","20","1606613","scroll","1Qisaa","1895968","760","word","עניים ",,"עָנִי",,"עָנִי","m","<NJ/","<NJ/",,,"amp","p",,"adjv",,,," ","JM",,,,,,,"<NJ/JM",,"3","15","23003015"
"1109","1Qisaa","3","20","1606613","scroll","1Qisaa","1895969","761","word","תטחנו ",,"טחן",,"טחן","m","VXN[","VXN[",,,"vqi2mp","p","2","verb",,"qal","impf"," ",,,"W","T",,,,"!T!VXN[W",,"3","15","23003015"
"1110","1Qisaa","3","20","1606613","scroll","1Qisaa","1895970","762","word","נואם ",,"נְאֻם",,"נְאֻם","m","N>M/","N>M/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"N&W>M/",,"3","15","23003015"
"1111","1Qisaa","3","20","1606613","scroll","1Qisaa","1895971","763","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"3","15","23003015"
"1112","1Qisaa","3","20","1606613","scroll","1Qisaa","1895972","764","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"3","15","23003015"
"1113","1Qisaa","3","21","1606613","scroll","1Qisaa","1895973","765","word","צבאות ",,"צָבָא",,"צָבָא","b","YB>/","YB>/",,,"ncbp","p",,"subs",,,," ","WT",,,,,,,"YB>/WT:a",,"3","15","23003015"
"1114","1Qisaa","3","21","1606613","scroll","1Qisaa","1895974",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","15","23003015"
"1115","1Qisaa","3","22","1606613","scroll","1Qisaa","1895975","766","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W:n",,"3","16","23003016"
"1116","1Qisaa","3","22","1606613","scroll","1Qisaa","1895976","766","word","יואמר ",,"אמר",,"אמר","m",">MR[",">MR[",,,"vqw3ms","s","3","verb",,"qal","wayy"," ",,,,"J",,,,"!J!&W>MR[",,"3","16","23003016"
"1117","1Qisaa","3","22","1606613","scroll","1Qisaa","1895977","767","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"3","16","23003016"
"1118","1Qisaa","3","22","1606613","scroll","1Qisaa","1895978","768","word","יען ",,"יַעַן",,"יַעַן",,"J<N/","J<N/",,,"Pd",,,"ptcl",,,," ",,,,,,,,"J<N/",,"3","16","23003016"
"1119","1Qisaa","3","22","1606613","scroll","1Qisaa","1895979","769","word","כיא ",,"כִּי",,"כִּי",,"KJ","KJ",,,"Pc",,,"ptcl",,,," ",,,,,,,,"KJ&>",,"3","16","23003016"
"1120","1Qisaa","3","22","1606613","scroll","1Qisaa","1895980","770","word","גבהו ",,"גבהּ",,"גָּבַהּ","c","GBH[","GBH[",,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,"W",,,,,"GBH[W",,"3","16","23003016"
"1121","1Qisaa","3","22","1606613","scroll","1Qisaa","1895981","771","word","בנות ",,"בַּת",,"בַּת","f","BT/","BT/",,,"ncfpc","p",,"subs","c",,," ","WT",,,,,,,"B(T&N/WT:c",,"3","16","23003016"
"1122","1Qisaa","3","22","1606613","scroll","1Qisaa","1895982","772","word","ציון ",,"צִיֹּון",,"צִיֹּון",,"YJWN==/","YJWN==/",,,"np",,,"subs",,,," ",,,,,,,,"YJWN==/",,"3","16","23003016"
"1123","1Qisaa","3","22","1606613","scroll","1Qisaa","1895983","773","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W:n",,"3","16","23003016"
"1124","1Qisaa","3","22","1606613","scroll","1Qisaa","1895984","773","word","תלכנה ",,"הלך",,"הלך","f","HLK[","HLK[",,,"vqw3fp","p","3","verb",,"qal","wayy"," ",,,"NH","T=",,,,"!T=!(HLK[NH",,"3","16","23003016"
"1125","1Qisaa","3","22","1606613","scroll","1Qisaa","1895985","774","word","נטיות ",,"נטה",,"נטה","f","NVH[","NVH[",,,"vqsfp","p",,"verb",,"qal","ptcp"," ","WT",,,,,,,"NV(H&J[/WT:p",,"3","16","23003016"
"1126","1Qisaa","3","23","1606613","scroll","1Qisaa","1895986","775","word","גרון ",,"גָּרֹון",,"גָּרֹון","m","GRWN/","GRWN/",,,"ncms","s",,"subs",,,," ",,,,,,,,"GRWN/",,"3","16","23003016"
"1127","1Qisaa","3","23","1606613","scroll","1Qisaa","1895987","776","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","16","23003016"
"1128","1Qisaa","3","23","1606613","scroll","1Qisaa","1895988","776","word","משקרות ",,"שׂקר",,"שׂקר","f","FQR[","FQR[",,,"vpPfp","p",,"verb",,"piel","ptca"," ","WT",,,"M",,,,"!M!FQR[/WT:d",,"3","16","23003016"
"1129","1Qisaa","3","23","1606613","scroll","1Qisaa","1895989","777","word","עינים ",,"עַיִן",,"עַיִן","b","<JN/","<JN/",,,"ncbd","d",,"subs",,,," ","JM",,,,,,,"<JN/JM=",,"3","16","23003016"
"1130","1Qisaa","3","23","1606613","scroll","1Qisaa","1895990","778","word","הלוך ",,"הלך",,"הלך",,"HLK[","HLK[",,,"vqa",,,"verb",,"qal","infa"," ",,,,,,,,"!!HL&WK[/:a",,"3","16","23003016"
"1131","1Qisaa","3","23","1606613","scroll","1Qisaa","1895991","779","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","16","23003016"
"1132","1Qisaa","3","23","1606613","scroll","1Qisaa","1895992","779","word","טופפ ",,"טפף",,"טפף","m","VPP[","VPP[",,,"vqPms","s",,"verb",,"qal","ptca"," ",,,,,,,,"V&WPP[/",,"3","16","23003016"
"1133","1Qisaa","3","23","1606613","scroll","1Qisaa","1895993","780","word","תלכנה ",,"הלך",,"הלך","f","HLK[","HLK[",,,"vqi3fp","p","3","verb",,"qal","impf"," ",,,"NH","T=",,,,"!T=!(HLK[NH",,"3","16","23003016"
"1134","1Qisaa","3","23","1606613","scroll","1Qisaa","1895994","781","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","16","23003016"
"1135","1Qisaa","3","23","1606613","scroll","1Qisaa","1895995","781","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"3","16","23003016"
"1136","1Qisaa","3","23","1606613","scroll","1Qisaa","1895996","781","word","רגלי׳הנה ",,"רֶגֶל",,"רֶגֶל","f","RGL/","RGL/",,,"ncfdcX3fp","d",,"suff","c",,," ","J",,,,,,,"RGL/J=+HN&H",,"3","16","23003016"
"1137","1Qisaa","3","24","1606613","scroll","1Qisaa","1895997","782","word","תעכסנה ",,"עכס",,"עכס","f","<KS[","<KS[",,,"vpi3fp","p","3","verb",,"piel","impf"," ",,,"NH","T=",,,,"!T=!<KS[NH:d",,"3","16","23003016"
"1138","1Qisaa","3","24","1606613","scroll","1Qisaa","1895998",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","16","23003016"
"1139","1Qisaa","3","24","1606613","scroll","1Qisaa","1895999","783","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","17","23003017"
"1140","1Qisaa","3","24","1606613","scroll","1Qisaa","1896000","783","word","שפח ",,"שׂפח",,"שׂפח","m","FPX[","FPX[",,,"vpp3ms","s","3","verb",,"piel","perf"," ",,,,,,,,"FPX[:d",,"3","17","23003017"
"1141","1Qisaa","3","24","1606613","scroll","1Qisaa","1896001","784","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"3","17","23003017"
"1142","1Qisaa","3","24","1606613","scroll","1Qisaa","1896002","785","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"3","17","23003017"
"1143","1Qisaa","3","24","1606613","scroll","1Qisaa","1896003","786","word","קדקד ",,"קָדְקֹד",,"קָדְקֹד","m","QDQD/","QDQD/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"QDQD/",,"3","17","23003017"
"1144","1Qisaa","3","24","1606613","scroll","1Qisaa","1896004","787","word","בנות ",,"בַּת",,"בַּת","f","BT/","BT/",,,"ncfpc","p",,"subs","c",,," ","WT",,,,,,,"B(T&N/WT:c",,"3","17","23003017"
"1145","1Qisaa","3","24","1606613","scroll","1Qisaa","1896005","788","word","ציון ",,"צִיֹּון",,"צִיֹּון",,"YJWN==/","YJWN==/",,,"np",,,"subs",,,," ",,,,,,,,"YJWN==/",,"3","17","23003017"
"1146","1Qisaa","3","24","1606613","scroll","1Qisaa","1896006","789","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","17","23003017"
"1147","1Qisaa","3","24","1606613","scroll","1Qisaa","1896007","789","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"3","17","23003017"
"1148","1Qisaa","3","24","1606613","scroll","1Qisaa","1896008","790","word","פת׳הן ",,"פֹּת",,"פֹּת","f","PT=/","PT=/",,,"ncfscX3fp","s",,"suff","c",,," ",,"HN",,,,,,"PT=/+HN",,"3","17","23003017"
"1149","1Qisaa","3","25","1606613","scroll","1Qisaa","1896009","791","word","יערה ",,"ערה",,"ערה","m","<RH[","<RH[",,,"vpi3ms","s","3","verb",,"piel","impf"," ",,,,"J",,,,"!J!<RH[:d",,"3","17","23003017"
"1150","1Qisaa","3","25","1606613","scroll","1Qisaa","1896010",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","17","23003017"
"1151","1Qisaa","3","25","1606613","scroll","1Qisaa","1896011","792","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"3","18","23003018"
"1152","1Qisaa","3","25","1606613","scroll","1Qisaa","1896012","792","word","יומ ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JWM/",,"3","18","23003018"
"1153","1Qisaa","3","25","1606613","scroll","1Qisaa","1896013","793","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","18","23003018"
"1154","1Qisaa","3","25","1606613","scroll","1Qisaa","1896014","793","word","הוא ",,"הוּא",,"הוּא","m","HW>","HW>",,,"pi3ms","s","3","pron",,,," ",,,,,,,,"HW>",,"3","18","23003018"
"1155","1Qisaa","3","25","1606613","scroll","1Qisaa","1896015","794","word","יסיר ",,"סור",,"סור","m","SWR[","SWR[",,,"vhi3ms","s","3","verb",,"hifil","impf"," ",,,,"J",,,,"!J!](H]S(W&JR[",,"3","18","23003018"
"1156","1Qisaa","3","25","1606613","scroll","1Qisaa","1896016","795","word","אדוני ",,"אֲדֹנָי",,"אֲדֹנָי",,">DNJ/",">DNJ/",,,"np",,,"subs",,,," ",,,,,,,,">D&WNJ/",,"3","18","23003018"
"1157","1Qisaa","3","25","1606613","scroll","1Qisaa","1896017","796","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"3","18","23003018"
"1158","1Qisaa","3","25","1606613","scroll","1Qisaa","1896018","797","word","את ",,"אֵת",,"אֵת",,">T",">T",,,"Po",,,"ptcl",,,," ",,,,,,,,">T",,"3","18","23003018"
"1159","1Qisaa","3","25","1606613","scroll","1Qisaa","1896019","798","word","תפארת ",,"תִּפְאֶרֶת",,"תִּפְאֶרֶת","f","TP>RT/","TP>RT/",,,"ncfsc","s",,"subs","c",,," ","T",,,,,,,"TP>R(T/T",,"3","18","23003018"
"1160","1Qisaa","3","25","1606613","scroll","1Qisaa","1896020","799","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","18","23003018"
"1161","1Qisaa","3","25","1606613","scroll","1Qisaa","1896021","799","word","עכיסימ ",,"עֶכֶס",,"עֶכֶס","m","<KS/","<KS/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"<K&JS/JM",,"3","18","23003018"
"1162","1Qisaa","3","26","1606613","scroll","1Qisaa","1896022","800","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","18","23003018"
"1163","1Qisaa","3","26","1606613","scroll","1Qisaa","1896023","800","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","18","23003018"
"1164","1Qisaa","3","26","1606613","scroll","1Qisaa","1896024","800","word","שבישים ",,"שָׁבִיס",,"שָׁבִיס","m","CBJS/","CBJS/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"CBJ(S&C/JM",,"3","18","23003018"
"1165","1Qisaa","3","26","1606613","scroll","1Qisaa","1896025","801","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","18","23003018"
"1166","1Qisaa","3","26","1606613","scroll","1Qisaa","1896026","801","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","18","23003018"
"1167","1Qisaa","3","26","1606613","scroll","1Qisaa","1896027","801","word","שהרנים ",,"שַׂהֲרֹון",,"שַׂהֲרֹנִים","m","FHRNJM/","FHRNJM/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"FHRN(J(M/JM",,"3","18","23003018"
"1168","1Qisaa","3","26","1606613","scroll","1Qisaa","1896028",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","18","23003018"
"1169","1Qisaa","3","26","1606613","scroll","1Qisaa","1896029","802","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","19","23003019"
"1170","1Qisaa","3","26","1606613","scroll","1Qisaa","1896030","802","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","19","23003019"
"1171","1Qisaa","3","26","1606613","scroll","1Qisaa","1896031","802","word","נטפות ",,"נְטִיפָה",,"נְטִפָה","f","NVPH/","NVPH/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"NVP(H/WT",,"3","19","23003019"
"1172","1Qisaa","3","26","1606613","scroll","1Qisaa","1896032","803","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","19","23003019"
"1173","1Qisaa","3","26","1606613","scroll","1Qisaa","1896033","803","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","19","23003019"
"1174","1Qisaa","3","26","1606613","scroll","1Qisaa","1896034","803","word","שירות ",,"שֵׁרָה",,"שֵׁר","f","CR==/","CR==/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"C&JR==/WT",,"3","19","23003019"
"1175","1Qisaa","3","26","1606613","scroll","1Qisaa","1896035","804","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","19","23003019"
"1176","1Qisaa","3","26","1606613","scroll","1Qisaa","1896036","804","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","19","23003019"
"1177","1Qisaa","3","26","1606613","scroll","1Qisaa","1896037","804","word","רעלות ",,"רְעָלָה",,"רְעָלָה","f","R<LH/","R<LH/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"R<L(H/WT:a",,"3","19","23003019"
"1178","1Qisaa","3","26","1606613","scroll","1Qisaa","1896038",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","19","23003019"
"1179","1Qisaa","3","27","1606613","scroll","1Qisaa","1896039","805","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","20","23003020"
"1180","1Qisaa","3","27","1606613","scroll","1Qisaa","1896040","805","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","20","23003020"
"1181","1Qisaa","3","27","1606613","scroll","1Qisaa","1896041","805","word","פארים ",,"פְּאֵר",,"פְּאֵר","m","P>R/","P>R/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"P>R/JM",,"3","20","23003020"
"1182","1Qisaa","3","27","1606613","scroll","1Qisaa","1896042","806","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","20","23003020"
"1183","1Qisaa","3","27","1606613","scroll","1Qisaa","1896043","806","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","20","23003020"
"1184","1Qisaa","3","27","1606613","scroll","1Qisaa","1896044","806","word","צעדות ",,"צְעָדָה",,"צְעָדָה","f","Y<DH/","Y<DH/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"Y<D(H/WT:a",,"3","20","23003020"
"1185","1Qisaa","3","27","1606613","scroll","1Qisaa","1896045","807","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","20","23003020"
"1186","1Qisaa","3","27","1606613","scroll","1Qisaa","1896046","807","word","קשרים ",,"קִשֻּׁרִים",,"קִשֻּׁרִים","m","QCRJM/","QCRJM/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"QCR(J(M/JM",,"3","20","23003020"
"1187","1Qisaa","3","27","1606613","scroll","1Qisaa","1896047","808","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","20","23003020"
"1188","1Qisaa","3","27","1606613","scroll","1Qisaa","1896048","808","word","בתי ",,"בַּיִת",,"בַּיִת","m","BJT/","BJT/",,,"ncmpc","p",,"subs","c",,," ","J",,,,,,,"B(JT/J",,"3","20","23003020"
"1189","1Qisaa","3","27","1606613","scroll","1Qisaa","1896049","809","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","20","23003020"
"1190","1Qisaa","3","27","1606613","scroll","1Qisaa","1896050","809","word","נפש ",,"נֶפֶשׁ",,"נֶפֶשׁ","b","NPC/","NPC/",,,"ncbsa","s",,"subs","a",,," ",,,,,,,,"NPC/",,"3","20","23003020"
"1191","1Qisaa","3","27","1606613","scroll","1Qisaa","1896051","810","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","20","23003020"
"1192","1Qisaa","3","27","1606613","scroll","1Qisaa","1896052","810","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","20","23003020"
"1193","1Qisaa","3","27","1606613","scroll","1Qisaa","1896053","810","word","לחשים ",,"לַחַשׁ",,"לַחַשׁ","m","LXC/","LXC/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"LXC/JM",,"3","20","23003020"
"1194","1Qisaa","3","27","1606613","scroll","1Qisaa","1896054",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","20","23003020"
"1195","1Qisaa","3","28","1606613","scroll","1Qisaa","1896055","811","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","21","23003021"
"1196","1Qisaa","3","28","1606613","scroll","1Qisaa","1896056","811","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","21","23003021"
"1197","1Qisaa","3","28","1606613","scroll","1Qisaa","1896057","811","word","טבעות ",,"טַבַּעַת",,"טַבַּעַת","f","VB<T/","VB<T/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"VB<(T/WT:a",,"3","21","23003021"
"1198","1Qisaa","3","28","1606613","scroll","1Qisaa","1896058","812","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","21","23003021"
"1199","1Qisaa","3","28","1606613","scroll","1Qisaa","1896059","812","word","נזמי ",,"נֶזֶם",,"נֶזֶם","m","NZM/","NZM/",,,"ncmpc","p",,"subs","c",,," ","J",,,,,,,"NZM/J",,"3","21","23003021"
"1200","1Qisaa","3","28","1606613","scroll","1Qisaa","1896060","813","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","21","23003021"
"1201","1Qisaa","3","28","1606613","scroll","1Qisaa","1896061","813","word","אפ ",,"אַף",,"אַף","m",">P/",">P/",,,"ncms","s",,"subs",,,," ",,,,,,,,">P/:a",,"3","21","23003021"
"1202","1Qisaa","3","28","1606613","scroll","1Qisaa","1896062",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","21","23003021"
